Usuario,Importe,Operacion,Categoria,Descripcion,Adjunto,Creacion,Fecha_operacion
Luchita,12.6,Gasto,Bodega,Verduras,https://res.cloudinary.com/gscloudinary/image/upload/v1671067813/conta-fam/lovv9pzg8smyakvzshpf.jpg,"December 14, 2022 8:30 PM","December 10, 2022"
Luchita,4.8,Gasto,Bodega,Fruta,https://res.cloudinary.com/gscloudinary/image/upload/v1671067850/conta-fam/gcmfa5uohjm2ehcmsnrc.jpg,"December 14, 2022 8:30 PM","December 10, 2022"
Luchita,195,Gasto,Bodega,Compras en tienda por la coyuntura,https://res.cloudinary.com/gscloudinary/image/upload/v1671067940/conta-fam/oqyrgd34bbc2pdl6cx3e.jpg,"December 14, 2022 8:32 PM","December 13, 2022"
Luchita,74,Gasto,Internet,"Internet ",https://res.cloudinary.com/gscloudinary/image/upload/v1671121315/conta-fam/hhfzsb1lp6ujqjipqwhn.jpg,"December 15, 2022 11:21 AM","December 15, 2022"
Juanito,40,Gasto,Bodega,"Palta,pan, papaya, granada, mandarina, pastillas,jabón(3)",,"December 15, 2022 2:41 PM","December 14, 2022"
Juanito,40,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1671133319/conta-fam/tkb3lty4cjdptsbwpgiu.jpg,"December 15, 2022 2:42 PM","December 14, 2022"
Juanito,52,Gasto,Bodega,"Piña,plátanos,palta,pan,jabones,mi menú ",,"December 16, 2022 1:53 PM","December 15, 2022"
Juanito,28,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1671216826/conta-fam/cryrzgorhynxlvthek3p.jpg,"December 16, 2022 1:53 PM","December 15, 2022"
Luchita,65,Gasto,Celular,Celular Juan,https://res.cloudinary.com/gscloudinary/image/upload/v1671225275/conta-fam/rwmmzx9ctvdnjtqkwwwf.jpg,"December 16, 2022 4:14 PM","December 16, 2022"
Juanito,22,Gasto,Bodega,"Pan,paltas, shampoo, farmacia ",,"December 19, 2022 8:55 AM","December 16, 2022"
Juanito,58,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1671458184/conta-fam/e85eezik7gjbmcl0oa0h.jpg,"December 19, 2022 8:56 AM","December 16, 2022"
Juanito,26,Gasto,Bodega,"2paltas,3jabones,pan, bolsas basura ",,"December 20, 2022 7:56 AM","December 19, 2022"
Juanito,54,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1671541041/conta-fam/nceabivpd3ylgg1dqhn4.jpg,"December 20, 2022 7:57 AM","December 19, 2022"
Juanito,37,Gasto,Bodega,"Piña,papaya, plátanos,queso,palta,pan, mandarina ",,"December 21, 2022 3:30 PM","December 20, 2022"
Juanito,43,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1671654699/conta-fam/hj5z3huiyg2o7zyqg4nm.jpg,"December 21, 2022 3:31 PM","December 20, 2022"
Juanito,40,Gasto,Bodega,"Pan,palta,huevos, aceitunas,mi menú, Luchi ",,"December 22, 2022 6:24 PM","December 21, 2022"
Juanito,40,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1671751501/conta-fam/jzasyqdwdvzkmtpgsjp0.jpg,"December 22, 2022 6:25 PM","December 21, 2022"
Juanito,20,Gasto,Bodega,"Pan,palta, alcohol ",,"December 23, 2022 6:12 PM","December 22, 2022"
Juanito,60,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1671837177/conta-fam/jlsw0uqwns3ozfkpehq0.jpg,"December 23, 2022 6:12 PM","December 22, 2022"
Luchita,98.4,Gasto,Bodega,"Compras de navidad, panteones, vinos y otros",https://res.cloudinary.com/gscloudinary/image/upload/v1672109636/conta-fam/izywinq498inrxeckmzh.jpg,"December 26, 2022 9:53 PM","December 23, 2022"
Luchita,23.5,Gasto,Bodega,"Compras navidad, ensalada y otros",https://res.cloudinary.com/gscloudinary/image/upload/v1672109703/conta-fam/ubmocgmsfaewxl3wk2or.jpg,"December 26, 2022 9:55 PM","December 24, 2022"
Luchita,55,Gasto,Bodega,"Compras  navidad, panteón y otros",https://res.cloudinary.com/gscloudinary/image/upload/v1672109817/conta-fam/yputgbhnnr6z21n7eckr.jpg,"December 26, 2022 9:56 PM","December 24, 2022"
Luchita,15,Gasto,Bodega,,https://res.cloudinary.com/gscloudinary/image/upload/v1672109911/conta-fam/xpanxmbqnccobsgdfuzr.jpg,"December 26, 2022 9:58 PM","December 25, 2022"
Luchita,8.47,Gasto,Bodega,Queso en Wong,https://res.cloudinary.com/gscloudinary/image/upload/v1672110031/conta-fam/yaoslrd6me8vmfet4s3f.jpg,"December 26, 2022 10:00 PM","December 26, 2022"
Juanito,83,Gasto,Bodega,"Pollo, huevos,café,pan,paltas,jabon",,"December 27, 2022 3:07 PM","December 26, 2022"
Juanito,85,Gasto,Bodega,"Cabanosi,hotdog,pan, arroz, paltas, Servis,otros gastos ",,"December 27, 2022 3:11 PM","December 23, 2022"
Juanito,15,Gasto,Bodega,"Vanish,2paltas,pan, mantequilla,pepino",,"December 28, 2022 6:44 PM","December 27, 2022"
Juanito,65,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1672271101/conta-fam/ouuojohjalbuteabhle5.jpg,"December 28, 2022 6:45 PM","December 27, 2022"
Juanito,35,Gasto,Bodega,"Leche tarro,leche caja, bellacos,pan, paltas,2 jabones,sapolio, mostaza, pimiento,pan,sal, zanahoria ",,"January 9, 2023 6:47 PM","December 28, 2022"
Juanito,45,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1673308118/conta-fam/tc7qby431bwtpcswndhr.jpg,"January 9, 2023 6:48 PM","December 28, 2022"
Juanito,85,Gasto,Bodega,"Pan, paltas,fruta, arroz,ph, Tari, Listerine, pastillas Luchi,chicha",,"January 9, 2023 6:52 PM","December 29, 2022"
Juanito,40,Gasto,Bodega,"Jabón,leche,pan,atún,papa amarilla, pimiento ",,"January 9, 2023 6:56 PM","January 5, 2023"
Juanito,40,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1673308602/conta-fam/or9bt4er7jgc113tn8y5.jpg,"January 9, 2023 6:56 PM","January 5, 2023"
Juanito,82,Gasto,Bodega,"Pan,paltas,sol Cuzco,atún, cebolla, pimiento, limón,leche,bombones,café,esponja, pilas, shampoo,atún, pimiento pimiento,leche",,"January 9, 2023 6:59 PM","January 6, 2023"
Juanito,90,Ingreso,Depósito,Transferencia bcp,https://res.cloudinary.com/gscloudinary/image/upload/v1673466723/conta-fam/db8p6rn7qwhnwiyc3dob.jpg,"January 11, 2023 2:52 PM","January 9, 2023"
Juanito,77,Gasto,Bodega,"Pollo,pan,palta,huevos,ph",,"January 11, 2023 2:53 PM","January 10, 2023"
Juanito,76.55,Ingreso,Depósito,"Yape a Luchi varios ",,"January 12, 2023 9:18 AM","January 11, 2023"
Juanito,20,Ingreso,Depósito,Yape a Luchi taxi,,"January 13, 2023 11:37 PM","January 12, 2023"
Juanito,60,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1673671099/conta-fam/rmvmxuyrxz0ukihqbcfs.jpg,"January 13, 2023 11:38 PM","January 12, 2023"
Juanito,53,Gasto,Bodega,"Huevos,pan,3paltas,2atunes, lejía,lavapisos, bolsas,limones, café ",,"January 16, 2023 2:42 PM","January 13, 2023"
Juanito,27.3,Ingreso,Depósito,Yapes taxi,,"January 16, 2023 2:43 PM","January 13, 2023"
Juanito,18,Gasto,Bodega,"Pan,palta, cebolla,tomate,ajíes,",,"January 18, 2023 2:39 PM","January 16, 2023"
Juanito,47,Ingreso,Depósito,Yapes taxi,,"January 18, 2023 2:39 PM","January 16, 2023"
Juanito,55,Gasto,Bodega,"Pan,palta,café, plátanos, mandarina,pimientos,arroz,huevos",,"January 18, 2023 2:42 PM","January 17, 2023"
Juanito,25.5,Ingreso,Depósito,"Yapes taxi ",,"January 18, 2023 2:43 PM","January 17, 2023"
Juanito,28,Gasto,Bodega,"Agua,palta,jabones,mostaza,leche",,"January 19, 2023 7:50 PM","January 18, 2023"
Juanito,52,Ingreso,Depósito,"Yapes taxi ",,"January 19, 2023 7:51 PM","January 18, 2023"
Juanito,15,Gasto,Bodega,"Pan,paltas,leche,tallarines",,"January 19, 2023 10:24 PM","January 19, 2023"
Juanito,32,Ingreso,Depósito,"Yapes taxi ",,"January 19, 2023 10:25 PM","January 19, 2023"
Juanito,13,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1674185180/conta-fam/a14cehx2fto0w2bfslkq.jpg,"January 19, 2023 10:26 PM","January 19, 2023"
Juanito,32,Ingreso,Depósito,"Yapes taxi ",,"January 23, 2023 6:18 PM","January 20, 2023"
Juanito,49,Gasto,Bodega,"Visita Mirtha ",,"January 23, 2023 6:20 PM","January 20, 2023"
Juanito,60,Gasto,Bodega,"Tottus Luchi, pan,palta, bellacos, pastillas",,"January 25, 2023 6:04 PM","January 24, 2023"
Juanito,26.8,Ingreso,Depósito,"Yapes a Luchi ",,"January 25, 2023 6:05 PM","January 24, 2023"
Juanito,33.5,Gasto,Bodega,"Pan, huevos, shampoo,palta, espinaca, sibarita,sal, jabón ",,"January 25, 2023 6:09 PM","January 23, 2023"
Juanito,47.5,Ingreso,Depósito,"Yapes a Luchi ",,"January 25, 2023 6:10 PM","January 23, 2023"
Juanito,42,Gasto,Bodega,"Pan,arroz,sapolio, paltas, aceitunas,",,"February 1, 2023 6:51 PM","January 30, 2023"
Juanito,20,Ingreso,Depósito,"Yapes a Luchi ",,"February 1, 2023 6:51 PM","January 30, 2023"
Juanito,32,Gasto,Bodega,"Atún,pan,paltas, huevos,agua, mantequilla ",,"February 1, 2023 6:53 PM","January 31, 2023"
Juanito,20,Ingreso,Depósito,"Yapes a Luchi ",,"February 1, 2023 6:53 PM","January 31, 2023"
Juanito,29,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1675295669/conta-fam/hq76k1ln9rom3r0tcfs6.jpg,"February 1, 2023 6:54 PM","January 31, 2023"
Juanito,34,Gasto,Bodega,"Arroz, paltas,huevos,pan,bolsas",,"February 3, 2023 9:01 AM","February 1, 2023"
Juanito,46,Ingreso,Depósito,"Yapes a Luchi ",,"February 3, 2023 9:01 AM","February 1, 2023"
Juanito,20,Ingreso,Depósito,"Yapes a Luchi ",,"February 3, 2023 9:04 AM","February 2, 2023"
Juanito,18,Gasto,Bodega,"Palta,papaya, huevos ",,"February 3, 2023 9:05 AM","February 2, 2023"
Juanito,22,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1675433194/conta-fam/wdygfowfihcirsio3l7p.jpg,"February 3, 2023 9:06 AM","February 2, 2023"
Juanito,44,Gasto,Bodega,"Jabón, huevos,2paltas,agua, plátanos,tomate,lenteja,bolsas,pan",,"February 7, 2023 8:56 PM","February 6, 2023"
Juanito,33.4,Ingreso,Depósito,"Yapes a Luchi 
",,"February 7, 2023 8:56 PM","February 6, 2023"
Juanito,67,Gasto,Bodega,"Pollo, fideos, orégano, pimienta, leche,ajíes,",,"February 7, 2023 8:59 PM","February 7, 2023"
Juanito,20,Ingreso,Depósito,"Yapes a Luchi ",,"February 7, 2023 8:59 PM","February 7, 2023"
Juanito,70,Gasto,Bodega,"Pollo, fideos, leche, orégano, pimienta, ajíes, soda",,"February 8, 2023 2:46 PM","February 7, 2023"
Juanito,20,Ingreso,Depósito,"Yape a Luchi ",,"February 8, 2023 2:46 PM","February 7, 2023"
Luchita,18.2,Gasto,Bodega,Filetes de pollo mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1676004447/conta-fam/vvwewoykrckl9sxd74c7.jpg,"February 9, 2023 11:47 PM","December 29, 2022"
Luchita,200,Gasto,Cochera,"Cochera ",https://res.cloudinary.com/gscloudinary/image/upload/v1676004643/conta-fam/htmizjutljjhewwokjzi.jpg,"February 9, 2023 11:50 PM","January 8, 2023"
Luchita,15.63,Gasto,Mantenimiento,"Contingencia ",https://res.cloudinary.com/gscloudinary/image/upload/v1676004798/conta-fam/liz20qqq5c2xj1lb4jax.jpg,"February 9, 2023 11:53 PM","January 4, 2023"
Luchita,178.58,Gasto,Mantenimiento,"Mantenimiento edificio ",https://res.cloudinary.com/gscloudinary/image/upload/v1676004860/conta-fam/sp6ed61qdwcuivwgcez9.jpg,"February 9, 2023 11:54 PM","January 4, 2023"
Luchita,35,Gasto,Bodega,Tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1676004911/conta-fam/w7rqmz8qhrgihjcvzzgb.jpg,"February 9, 2023 11:55 PM","January 4, 2023"
Luchita,18.3,Gasto,Bodega,Tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1676004991/conta-fam/mvtf7cknjgvxchbnhtfz.jpg,"February 9, 2023 11:56 PM","January 8, 2023"
Luchita,9.9,Gasto,Bodega,Empanadas tambo,https://res.cloudinary.com/gscloudinary/image/upload/v1676005047/conta-fam/pbzx0gbenodn1e4jikio.jpg,"February 9, 2023 11:57 PM","January 8, 2023"
Luchita,74,Gasto,Internet,"Internet ",https://res.cloudinary.com/gscloudinary/image/upload/v1676005248/conta-fam/t5uihzteaufvdopvievk.jpg,"February 10, 2023 12:00 AM","January 10, 2023"
Luchita,41,Gasto,Bodega,Tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1676005375/conta-fam/kurreqoqjq5gsovjwuxr.jpg,"February 10, 2023 12:02 AM","January 10, 2023"
Luchita,86,Gasto,Otros,Compra de focos para comedor,https://res.cloudinary.com/gscloudinary/image/upload/v1676005595/conta-fam/wv8qbumqwcqtzopow2qk.jpg,"February 10, 2023 12:06 AM","January 11, 2023"
Luchita,262.3,Gasto,Luz,Pago de luz,https://res.cloudinary.com/gscloudinary/image/upload/v1676005724/conta-fam/ey9nuzzmtv40tjh08mzn.jpg,"February 10, 2023 12:08 AM","January 14, 2023"
Luchita,27,Gasto,Bodega,Tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1676005809/conta-fam/sqpx0abgtbqlsgyr3qst.jpg,"February 10, 2023 12:10 AM","January 15, 2023"
Luchita,55,Gasto,Gas,Gas,https://res.cloudinary.com/gscloudinary/image/upload/v1676005892/conta-fam/bphiuummerupglphmacs.jpg,"February 10, 2023 12:11 AM","January 16, 2023"
Luchita,69.9,Gasto,Celular,Celular Juan,https://res.cloudinary.com/gscloudinary/image/upload/v1676005982/conta-fam/qvjq9eauskrmoc2t7pkm.jpg,"February 10, 2023 12:13 AM","January 16, 2023"
Luchita,40,Gasto,Bodega,Pollo mercado,https://res.cloudinary.com/gscloudinary/image/upload/v1676006558/conta-fam/gu2wbdcsltacetizwean.jpg,"February 10, 2023 12:22 AM","January 18, 2023"
Luchita,22,Gasto,Casa,Compras tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1676007067/conta-fam/bdfn6gnuntyorwxrg9cu.jpg,"February 10, 2023 12:31 AM","January 22, 2023"
Luchita,17,Gasto,Bodega,Bodega,https://res.cloudinary.com/gscloudinary/image/upload/v1676007102/conta-fam/rxvgdyrmnvfeak5jiup0.jpg,"February 10, 2023 12:31 AM","January 22, 2023"
Luchita,21.8,Gasto,Bodega,A la playa,https://res.cloudinary.com/gscloudinary/image/upload/v1676007171/conta-fam/adhh9hidnuapnfb9chmf.jpg,"February 10, 2023 12:32 AM","January 27, 2023"
Luchita,30.5,Gasto,Bodega,Pescado,https://res.cloudinary.com/gscloudinary/image/upload/v1676007305/conta-fam/phq3lit7hycy6tm998cy.jpg,"February 10, 2023 12:35 AM","January 29, 2023"
Luchita,22.6,Gasto,Bodega,"Pollo mercado ",https://res.cloudinary.com/gscloudinary/image/upload/v1676007364/conta-fam/blqmm1dbfmj0zrolirmv.jpg,"February 10, 2023 12:36 AM","January 29, 2023"
Luchita,18.5,Gasto,Bodega,Verdura,https://res.cloudinary.com/gscloudinary/image/upload/v1676007450/conta-fam/p6gjtbexp3ssfhwir9h3.jpg,"February 10, 2023 12:37 AM","January 29, 2023"
Luchita,10.5,Gasto,Bodega,Jabón liquido,https://res.cloudinary.com/gscloudinary/image/upload/v1676007501/conta-fam/zfwhleubehzbpnroxosg.jpg,"February 10, 2023 12:38 AM","January 29, 2023"
Luchita,4.1,Gasto,Bodega,Arroz,https://res.cloudinary.com/gscloudinary/image/upload/v1676007549/conta-fam/vcmvbnxuihw3ftpwpzcy.jpg,"February 10, 2023 12:39 AM","January 29, 2023"
Luchita,200,Gasto,Cochera,Cochera,https://res.cloudinary.com/gscloudinary/image/upload/v1676007635/conta-fam/vucyzg1nw6n1fmonosy2.jpg,"February 10, 2023 12:40 AM","February 2, 2023"
Luchita,167.05,Gasto,Mantenimiento,"Mantenimiento edificio ",https://res.cloudinary.com/gscloudinary/image/upload/v1676007678/conta-fam/gawq1l5exrfvyrpzy3nu.jpg,"February 10, 2023 12:41 AM","February 3, 2023"
Luchita,15.63,Gasto,Mantenimiento,"Contingencia ",https://res.cloudinary.com/gscloudinary/image/upload/v1676007716/conta-fam/z2tyymkkhmjo9tsi6img.jpg,"February 10, 2023 12:41 AM","February 3, 2023"
Luchita,31,Gasto,Bodega,Tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1676007772/conta-fam/nknsj2nlcmgfiskvearw.jpg,"February 10, 2023 12:42 AM","February 4, 2023"
Luchita,53,Gasto,Otros,Pollo a la brasa,https://res.cloudinary.com/gscloudinary/image/upload/v1676007848/conta-fam/dszmcwmkevj9idpxrujb.jpg,"February 10, 2023 12:44 AM","February 5, 2023"
Luchita,32,Gasto,Bodega,Compras tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1676007895/conta-fam/x0rgzzk35ggift60lmrd.jpg,"February 10, 2023 12:44 AM","February 5, 2023"
Luchita,5,Gasto,Bodega,Tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1676007938/conta-fam/bgkp4kwucd6mbbqwaeo2.jpg,"February 10, 2023 12:45 AM","February 5, 2023"
Luchita,7.4,Gasto,Bodega,Tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1676008030/conta-fam/bhyccz97fhsdl7pdr7vs.jpg,"February 10, 2023 12:47 AM","February 7, 2023"
Luchita,21,Gasto,Bodega,Rienda,https://res.cloudinary.com/gscloudinary/image/upload/v1676008084/conta-fam/d2nteqx9exno8c46bkit.jpg,"February 10, 2023 12:48 AM","February 8, 2023"
Luchita,79.9,Gasto,Internet,"Internet ",https://res.cloudinary.com/gscloudinary/image/upload/v1676008136/conta-fam/akphemhvifoyiyzpod54.jpg,"February 10, 2023 12:48 AM","February 9, 2023"
Juan Luis,312,Ingreso,Efectivo,-,,"February 14, 2023 10:16 PM","February 15, 2023"
Juanito,35,Gasto,Bodega,"Pan,papá,vainita, aceite, jabón,apio,palta, azúcar ",,"February 16, 2023 2:51 PM","February 8, 2023"
Juanito,50.7,Ingreso,Depósito,"Yape a Luchi ",,"February 16, 2023 2:51 PM","February 8, 2023"
Juanito,35,Gasto,Bodega,"Pan,palta, arroz, arvejita, pasas, Bellacos,agua",,"February 16, 2023 2:55 PM","February 9, 2023"
Juanito,35,Ingreso,Depósito,"Yape a Luchi ",,"February 16, 2023 2:55 PM","February 9, 2023"
Juanito,61.9,Gasto,Bodega,"Taper, ambientador ",,"February 16, 2023 3:00 PM","February 10, 2023"
Juanito,20,Ingreso,Depósito,"Yape a Luchi ",,"February 16, 2023 3:02 PM","February 10, 2023"
Juanito,56,Gasto,Bodega,"Pan,agua, cafe,arroz,jabon",,"February 16, 2023 3:07 PM","February 13, 2023"
Juanito,29.4,Ingreso,Depósito,"Yape a Luchi ",,"February 16, 2023 3:07 PM","February 13, 2023"
Juanito,62,Gasto,Bodega,"Empanadas, sixpack,deuda dom",,"February 16, 2023 3:10 PM","February 14, 2023"
Juanito,54.5,Gasto,Bodega,"2atunes, bellacos,paltas, huevos,agua, jabón,pan",,"February 16, 2023 3:14 PM","February 15, 2023"
Juanito,31.8,Ingreso,Depósito,"Yapes a Luchi ",,"February 16, 2023 3:14 PM","February 15, 2023"
Juanito,58,Gasto,Bodega,"Mi menú,vea,palta,jabón, vinagre,2paltas,papá, pimiento ",,"February 16, 2023 3:29 PM","February 3, 2023"
Juanito,35,Ingreso,Depósito,"Yapes a Luchi ",,"February 16, 2023 3:30 PM","February 3, 2023"
Juanito,42,Gasto,Bodega,"Papa,arroz,camote,papá, huevos,leche,fideos,2paltas",,"February 16, 2023 3:42 PM","January 25, 2023"
Juanito,44,Ingreso,Depósito,"Yapes a Luchi ",,"February 16, 2023 3:42 PM","January 25, 2023"
Juanito,63,Gasto,Bodega,"Café grande,2paltas,2atun,arroz,pan,jabón,bolsas, huevos ",,"February 16, 2023 3:46 PM","January 26, 2023"
Juanito,20,Ingreso,Depósito,"Yapes a Luchi ",,"February 16, 2023 3:47 PM","January 26, 2023"
Juanito,15,Gasto,Bodega,"Vinagre,pan,palta, zanahoria,jabon",,"February 17, 2023 9:01 AM","February 16, 2023"
Juanito,25,Ingreso,Depósito,"Yape a Luchi ",https://res.cloudinary.com/gscloudinary/image/upload/v1676642538/conta-fam/yyyofv9tgy8xqnvivd7y.jpg,"February 17, 2023 9:02 AM","February 16, 2023"
Juanito,40,Ingreso,Depósito,Yapes taxi,,"February 17, 2023 9:02 AM","February 16, 2023"
Juanito,63,Gasto,Bodega,Visita JM,,"February 19, 2023 7:05 PM","February 17, 2023"
Juanito,20,Ingreso,Depósito,"Yape a Luchi ",,"February 19, 2023 7:06 PM","February 17, 2023"
Juanito,60,Gasto,Bodega,"Pan, 3jabones, palta, aceitunas, pimienta, luchi",,"February 21, 2023 5:37 PM","February 20, 2023"
Juanito,20,Ingreso,Depósito,"Yape a Luchi ",,"February 21, 2023 5:38 PM","February 20, 2023"
Juanito,48.5,Ingreso,Depósito,"Yapes a Luchi ",,"February 22, 2023 6:56 PM","February 21, 2023"
Juanito,35.5,Gasto,Bodega,"Pollo, pepinillo,sal,palta,pan, huevos ",,"February 22, 2023 6:57 PM","February 21, 2023"
Juanito,66,Gasto,Bodega,"Pollo,pan, pimiento, tomate,pasas,2paltas",,"February 23, 2023 2:54 PM","February 22, 2023"
Juanito,17,Ingreso,Depósito,"Yape a Luchi ",,"February 23, 2023 2:55 PM","February 22, 2023"
Juanito,20,Ingreso,Depósito,"Yapes a Luchi ",,"February 26, 2023 9:20 PM","February 23, 2023"
Juanito,25,Gasto,Bodega,"2atunes, azúcar,pan,3paltas",,"February 26, 2023 9:22 PM","February 23, 2023"
Juanito,35,Ingreso,Depósito,"Transferencia Interbank ",https://res.cloudinary.com/gscloudinary/image/upload/v1677464616/conta-fam/pjhrmaewv2x3pqrpaiob.jpg,"February 26, 2023 9:23 PM","February 23, 2023"
Juanito,60,Gasto,Bodega,"Huevos,pan, shampoo,papaya,piña,paltas,agua",,"February 26, 2023 9:27 PM","February 24, 2023"
Juanito,20,Ingreso,Depósito,"Yapes a Luchi ",,"February 26, 2023 9:27 PM","February 24, 2023"
Luchita,41,Gasto,Bodega,"Compras tienda ",https://res.cloudinary.com/gscloudinary/image/upload/v1677466238/conta-fam/qyimejk46smkuo2ll0qz.jpg,"February 26, 2023 9:50 PM","February 10, 2023"
Luchita,35,Gasto,Bodega,Tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1677466309/conta-fam/quunnli69qhaoiqh1ouj.jpg,"February 26, 2023 9:51 PM","February 12, 2023"
Luchita,69.9,Gasto,Celular,Celular de juan,https://res.cloudinary.com/gscloudinary/image/upload/v1677467179/conta-fam/r1ezo7cqtusah0ldxcv0.jpg,"February 26, 2023 10:06 PM","February 16, 2023"
Luchita,40,Gasto,Bodega,Compras tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1677468851/conta-fam/b4xxwbqlsydafjfeqncs.jpg,"February 26, 2023 10:34 PM","February 17, 2023"
Luchita,11,Gasto,Bodega,Bodega,https://res.cloudinary.com/gscloudinary/image/upload/v1677468923/conta-fam/yk8hcylvp13ospxnlc7f.jpg,"February 26, 2023 10:35 PM","February 18, 2023"
Luchita,70,Gasto,Bodega,"Compras tienda ",https://res.cloudinary.com/gscloudinary/image/upload/v1677469174/conta-fam/ub7oouttqhlk505j0igx.jpg,"February 26, 2023 10:39 PM","February 19, 2023"
Luchita,17,Gasto,Bodega,Tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1677469270/conta-fam/g0robbjaiscql7o9weqm.jpg,"February 26, 2023 10:41 PM","February 19, 2023"
Luchita,23,Gasto,Bodega,"Café ",https://res.cloudinary.com/gscloudinary/image/upload/v1677469308/conta-fam/kdbqizhhjferm95csawt.jpg,"February 26, 2023 10:41 PM","February 19, 2023"
Luchita,9,Gasto,Bodega,Compras tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1677469438/conta-fam/wbxw63rynwlsfokvxocw.jpg,"February 26, 2023 10:43 PM","February 22, 2023"
Luchita,15,Gasto,Bodega,Compras tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1677469665/conta-fam/cvwlebnkkx31ojmrgmgo.jpg,"February 26, 2023 10:47 PM","February 24, 2023"
Luchita,47,Gasto,Bodega,Compras tienda,https://res.cloudinary.com/gscloudinary/image/upload/v1677469833/conta-fam/xcfdskm907zx3bwwviuq.jpg,"February 26, 2023 10:50 PM","February 26, 2023"
Luchita,274.3,Gasto,Luz,Pago de luz,https://res.cloudinary.com/gscloudinary/image/upload/v1677469947/conta-fam/jq67ge8lwelzustng5gl.jpg,"February 26, 2023 10:52 PM","February 26, 2023"
